Start	End	Type	Weight
JNK	BIM	0	1
JNK	Bmf	0	1
JNK	MCL1	0	1
JNK	RNPK	0	1
JNKK1	JNK	0	1
JNKK1	MAPK11	0	1
JNKK1	MAPK9	0	1
JNKK1	p38	0	1
JNKK1	IRS2	0	1
JNKK1	JNK3	0	1
JUNB	GATA3	0	1
K+	AKT	0	1
LAMB1	Ub	0	1
LAT	GRB2	0	1
LAT	PLCy	0	1
LCK	PLCy	0	1
LCK	RAF1	0	1
LCK	VAV2	0	1
LCK	ZAP70	0	1
LCK	CD3	0	1
LCK	DAP10	0	1
LCK	IBP	0	1
LEP	LEPR	0	1
LEPR	AMPK	0	1
LIMK1	APAF1	0	1
LIMK1	COFILIN2	0	1
LIMK1	COFILIN1	0	1
LXR	FXR	0	1
LYN	BTK	0	1
LYN	P13K	0	1
LYN	PLCy	0	1
LYN	RAC1	0	1
LYN	SHC	0	1
LYN	VAV	0	1
LYN	TUBULIN	0	1
LYN	BCR	0	1
LYN	CD19	0	1
MADD	JNKK1	0	1
MAP4K1	ERK2	0	1
MAP4K1	JNK	0	1
MAP4K5	MEKK	0	1
MAPK11	ELK1	0	1
MAPK11	MEK2	0	1
MAPK11	MNK1	0	1
MAPK11	MSK1	0	1
MAPK11	MNK2	0	1
MAPK11	CHOP10	0	1
MAPK11	MAPKAP-K3	0	1
MAPK11	MEF2	0	1
MAPK11	MSK2	0	1
MAPK13	CEBPA	0	1
MAPK13	EEF2K	0	1
MAPK9	ATF2	0	1
MAPK9	c-JUN	0	1
MAPK9	ERK1	0	1
MAPK9	FOS	0	1
MAPK9	G1	0	1
MAPK9	GDP	0	1
MAPK9	IL2	0	1
MAPK9	IL4	0	1
MAPK9	JAK2	0	1
MAPK9	MIP1B	0	1
MAPK9	NFAT	0	1
MAPK9	p53	0	1
MAPK9	p90RSK	0	1
MAPK9	PTK	0	1
MAPK9	SHC	0	1
MAPK9	RNPK	0	1
MAPKAP2	HMGN1	0	1
MAPKAP2	HSP27	0	1
MAPKAP2	MSK1	0	1
MARCKS	PPP3R2	0	1
MBD3	SNAI1	0	1
mDIA	APAF1	0	1
mDIA	IRSP53	0	1
mDIA	SRC	0	1
MDM2	p300	0	1
MDM2	p53	0	1
MDM2	BETAARRESTIN	0	1
MDM2	TP53BP1	0	1
MEF2	HDAC5	0	1
MEF2	HDAC	0	1
MEF2D	PPP3R2	0	1
MEK1	BCL2	0	1
MEK1	Calpain1	0	1
MEK1	CREB	0	1
MEK1	ELK1	0	1
MEK1	ERK1	0	1
MEK1	ERK2	0	1
MEK1	FOS	0	1
MEK1	JNKK1	0	1
MEK1	MAPK9	0	1
MEK1	MLCK	0	1
MEK1	MSK1	0	1
MEK1	p70s6K	0	1
MEK1	p90RSK	0	1
MEK1	RSK2	0	1
MEK1	SMRT	0	1
MEK1	SOS1	0	1
MEK1	ACTIN	0	1
MEK1	BIM	0	1
MEK1	FRS2	0	1
MEK1	MCL1	0	1
MEK1	MSK2	0	1
MEK2	CREB	0	1
MEK2	ERK1	0	1
MEK2	ERK2	0	1
MEK2	HSP27	0	1
MEK2	MEK1	0	1
MEK3	JNK	0	1
MEK3	MAPK11	0	1
MEK3	MAPK13	0	1
MEK3	p38	0	1
MEK6	JNK	0	1
MEK6	MAPK11	0	1
MEK6	MAPK13	0	1
MEK6	NFkB	0	1
MEK6	p38	0	1
MEK6	p38gamma	0	1
MEKK	IKKA	0	1
MEKK	JNK	0	1
MEKK	JNKK1	0	1
MEKK	MEK1	0	1
MEKK	MEK3	0	1
MEKK	MKK7	0	1
MEKK	p38	0	1
MEKK	SMRT	0	1
MEKK	TAK1	0	1
MEKK	SEK	0	1
MEKK	SLC9A1	0	1
MET	FAS	0	1
MET	STAT3	0	1
METS	DP103	0	1
METS	E2F4	0	1
MGLUR1	GAQ	0	1
MGLUR1	Gia	0	1
MGLUR1	PLCb	0	1
MGLUR1	GBETAGAMMA	0	1
MGLUR1	TAMALIN	0	1
HDAC	MEF2	0	1
MKK7	JNK	0	1
MKK7	MAPK9	0	1
MKK7	JNK3	0	1
MKP1	ERK2	0	1
MKP1	Hsp90	0	1
MKP1	JNK	0	1
MKP1	MAPK11	0	1
MKP1	MAPK13	0	1
MKP1	p38	0	1
MKP1	p38gamma	0	1
MLC	PXN	0	1
MLCK	MLC	0	1
MLCK	MRLC	0	1
MLCK	myosin	0	1
MLCK	MYOSIN	0	1
MLCK	RLC	0	1
MLCP	MRLC	0	1
MLCP	MYOSIN	0	1
MLCP	RLC	0	1
MLK1	JNKK1	0	1
MLK1	MEK6	0	1
MLK1	MKK7	0	1
MNK1	EIF4E	0	1
MRLC	myosin	0	1
MSK1	CREB	0	1
MSK1	EIF-4EBP	0	1
MSK1	ATF1	0	1
MTOR	EBP	0	1
MTOR	EIF-4EBP	0	1
MTOR	p70s6K	0	1
MTOR	PP2A	0	1
MYD88	IRAK	0	1
MYD88	MEKK	0	1
MYD88	NIK	0	1
MYD88	TNF	0	1
MYD88	IRAK4	0	1
MYT1	CCNB1	0	1
MYT1	CDK1	0	1
NEDD8	p27	0	1
NFAT	FASLG	0	1
NFAT	MEF2	0	1
NFkB	CBP	0	1
NFkB	ERK1	0	1
NFkB	FAN	0	1
NFkB	FASLG	0	1
NFkB	IAP	0	1
NFkB	IFNy	0	1
NFkB	IKBA	0	1
NFkB	IKK2	0	1
NFkB	IKKy	0	1
NFkB	IL2	0	1
NFkB	IL4	0	1
NFkB	IL6	0	1
NGF	NTRK1	0	1
NGFR	RAC1	0	1
NIK	IKK2	0	1
NIK	IKKA	0	1
NIK	MEKK	0	1
NIK	NCK	0	1
NLK	TCF	0	1
NLK	LEF	0	1
NOS1	CTBP1	0	1
NOS1	RHOA	0	1
NOS1	NO	0	1
NOS3	PDE2	0	1
NOX1	O2	0	1
nPKC	IKBA	0	1
nPKC	MEK1	0	1
nPKC	RAC1	0	1
NTF5	TRKB	0	1
NTRK1	CRK	0	1
NTRK1	ERK5	0	1
NTRK1	GRB2	0	1
NTRK1	IRS1	0	1
NTRK1	PI3K	0	1
NTRK1	PLCy	0	1
NTRK1	SHC	0	1
NTRK1	GRIT	0	1
NUR77	BAX	0	1
NUR77	BCL2	0	1
O2	H2O2	0	1
p107	CCNE1	0	1
p107	DP1	0	1
p120	STAT3	0	1
P13K	PI3K	0	1
P13K	SOS1	0	1
P13K	p110Ia	0	1
P130Cas	C3G	0	1
P130Cas	CRK	0	1
p14ARF	E2F1	0	1
p14ARF	MDM2	0	1
p14ARF	PI3K	0	1
p14ARF	RB	0	1
P15	CDK6	0	1
p16	CDK4	0	1
p190RhoGAP	Rho	0	1
p190RhoGAP	RhoGDP	0	1
P2	GAQ	0	1
P2	GSK3A	0	1
P21	ARP2	0	1
P21	ARP3	0	1
P21	CCNA2	0	1
P21	CCNE1	0	1
P21	CDK1	0	1
P21	CDK2	0	1
P21	CDK4	0	1
P21	CHREBP	0	1
P21	G1	0	1
P21	PCNA	0	1
P21	PKLR	0	1
p27	CDK2	0	1
p300	MITF	0	1
p300	NUR77	0	1
p300	p53	0	1
p38	ATF2	0	1
p38	Ca++	0	1
p38	CEBPA	0	1
p38	c-JUN	0	1
p38	ELK1	0	1
p38	MAPK9	0	1
p38	MAPKAP2	0	1
p38	MEF2	0	1
p38	MEK1	0	1
p38	MEK2	0	1
p38	MNK1	0	1
p38	MSK1	0	1
p38	NFAT	0	1
p38	P50	0	1
p38	PRAK	0	1
p38	RB	0	1
p38	SMRT	0	1
p38	SP1	0	1
p38	STAT1	0	1
p38	MEF2B	0	1
p38	CARD14	0	1
p38	PLA2P	0	1
p38	MNK2	0	1
p38	CHOP10	0	1
p38	MAPKAP-K3	0	1
p38	MEF2	0	1
p38	MSK2	0	1
P50	AKT	0	1
P50	ARHGAP1	0	1
P50	CDC42	0	1
P50	IKBA	0	1
P50	p300	0	1
P50	p65	0	1
P50	RELA	0	1
p53	ATM	0	1
p53	BAK	0	1
p53	BAX	0	1
p53	BCL2	0	1
p53	BCL2L1	0	1
p53	BID	0	1
p53	BIK	0	1
p53	CDK2	0	1
p53	FAS	0	1
p53	GADD45	0	1
p53	MDM2	0	1
p53	p14ARF	0	1
p53	P21	0	1
p53	POLR1B	0	1
p53	Ub	0	1
p53	BNIP3L	0	1
p53	Noxa	0	1
p53	Puma	0	1
p67phox	RAC1	0	1
p70s6K	BAD	0	1
p70s6K	CREM	0	1
p70s6K	GSK3B	0	1
p70s6K	RPS6	0	1
p70s6K	PSMC4	0	1
p70s6K	EEF2K	0	1
p70s6K	S6	0	1
P73	G1	0	1
P73	Puma	0	1
p90RSK	ATM	0	1
p90RSK	ATR	0	1
p90RSK	BAD	0	1
p90RSK	CREB	0	1
p90RSK	MYT1	0	1
p90RSK	EEF2K	0	1
PABP	EIF4F	0	1
PAI1	TPA	0	1
PAK1	ABL1	0	1
PAK1	ARP2	0	1
PAK1	ARP3	0	1
PAK1	BAD	0	1
PAK1	JNKK1	0	1
PAK1	LIMK1	0	1
PAK1	MEK1	0	1
PAK1	MEKK	0	1
PAK1	MLCK	0	1
PAK1	MRLC	0	1
PAK1	P50	0	1
PAK1	RAF1	0	1
PAK1	RHOA	0	1
PAK1	SYNAPSIN	0	1
PAK2	MEKK	0	1
PAR4	Gb	0	1
PAR4	GNA12	0	1
PAR4	GNA13	0	1
PAR4	Gy	0	1
PARP	NFkB	0	1
PARP	AIF	0	1
PCLy	PIB5PA	0	1
PCNA	CDK4	0	1
PDE2	CAMP	0	1
PDE6A	CGMP	0	1
PDE6G	PDE6A	0	1
PDGFRA	CALM3	0	1
PDGFRA	PI3K	0	1
PDGFRA	S1P	0	1
PDGFRA	STAT1	0	1
PDGFRA	STAT3	0	1
PDK1	AKT	0	1
PDK2	AKT	0	1
PDK2	PDK1	0	1
PDK2	PKC	0	1
PELP1	CCR5	0	1
PELP1	CXCR4	0	1
PELP1	ERK1	0	1
PELP1	Estrogen	0	1
PELP1	SRC	0	1
PER	BMAL1	0	1
PER	CLOCK	0	1
PER	CYCS	0	1
PER	Clk	0	1
PERK	EIF2A	0	1
PFN1	ACTG	0	1
PGC1A	Era	0	1
PGC1A	SRA1	0	1
PI3K	AKT	0	1
PI3K	CCT4	0	1
PI3K	CDC42	0	1
PI3K	ERK5	0	1
PI3K	FBI1	0	1
PI3K	GLUT4	0	1
PI3K	MEK1	0	1
PI3K	NFkB	0	1
PI3K	p38	0	1
PI3K	PIB5PA	0	1
PI3K	PTK	0	1
PI3K	RAC1	0	1
PI3K	VAV	0	1
PI3K	ILK	0	1
PI3K	PIP2	0	1
PI3K	PIP3	0	1
PI3K	Akt	0	1
PI3Ky	PTK	0	1
PI3Ky	PXN	0	1
PI-4-P5K	GELSOLIN	0	1
PI-4-P5K	PIB5PA	0	1
PIB5PA	AHR	0	1
PIB5PA	CCR5	0	1
PIB5PA	DAG	0	1
PIB5PA	DG	0	1
PIB5PA	ERK1	0	1
PIB5PA	GELSOLIN	0	1
PIB5PA	GHR	0	1
PIB5PA	CALM3	0	1
PIB5PA	NFkB	0	1
PIB5PA	PDK1	0	1
PIB5PA	INPP5A	0	1
PIB5PA	PKC	0	1
PIB5PA	SKP2	0	1
INPP5A	AKT	0	1
INPP5A	GEF	0	1
INPP5A	PDK1	0	1
INPP5A	PIB5PA	0	1
PKAc	BAD	0	1
PKAc	Calpain2	0	1
PKAc	CHREBP	0	1
PKAc	CREB	0	1
PKAc	CREM	0	1
PKAc	DARPP-32	0	1
PKAc	NFAT	0	1
PKAc	P21	0	1
PKAc	PP2A	0	1
PKAc	SMO	0	1
PKC	BCL2	0	1
PKC	Ca++	0	1
PKC	CABIN1	0	1
PKC	PPP3R2	0	1
PKC	CPI	0	1
PKC	DAG	0	1
PKC	EGFR	0	1
PKC	EIF4E	0	1
PKC	EIF4F	0	1
PKC	ELK1	0	1
PKC	GDP	0	1
PKC	GSK3A	0	1
PKC	ITGA1	0	1
PKC	MARCKS	0	1
PKC	NFkB	0	1
PKC	NOS1	0	1
PKC	p70s6K	0	1
PKC	PTK	0	1
PKC	RAD9	0	1
PKC	RAF1	0	1
PKC	RAC1	0	1
PKC	S1P	0	1
PKC	PSMC4	0	1
PKC	SPHK1	0	1
PKC	PKD	0	1
PKC	PLD	0	1
PKC	RasGRP	0	1
PKC	SLC9A1	0	1
PKCA	ABL1	0	1
PKCA	BCL2	0	1
PKCA	EIF4E	0	1
PKCA	GSK3A	0	1
PKCA	IRS1	0	1
PKCA	MARCKS	0	1
PKCA	MGLUR1	0	1
PKCA	NOS1	0	1
PKCA	PLCb	0	1
PKCA	PTEN	0	1
PKCA	RAF1	0	1
PKCA	AC2	0	1
PKCA	AC5	0	1
PKCA	ADDUCIN	0	1
PKCA	AMPAR	0	1
PKCA	bARK	0	1
PKCA	CPI17	0	1
PKCA	DGK	0	1
PKCA	DYNAMIN	0	1
PKCA	FASCIN	0	1
PKCA	GABAAR	0	1
PKCA	GAP43	0	1
PKCA	GLYR	0	1
PKCA	KAR	0	1
PKCA	LTYPECA	0	1
PKCA	MAP2	0	1
PKCA	MBP	0	1
PKCA	MGLUR7	0	1
PKCA	MUNC18	0	1
PKCA	NMDAR	0	1
PKCA	NTYPECA	0	1
PKCA	PLA2P	0	1
PKCA	PMCA	0	1
PKCA	RASGRP1	0	1
PKCA	RASGRP3	0	1
PKCA	SNAP25	0	1
PKN	CPI17	0	1
PKR	EIF2A	0	1
PKR	TLR4	0	1
PLASMIN	Fibrinogen	0	1
PLCb	DAG	0	1
PLCb	CALM3	0	1
PLCb	PIB5PA	0	1
PLCb	IP3	0	1
PLCb	PIP2	0	1
PLCy	Ca++	0	1
PLCy	DAG	0	1
PLCy	EIF4A	0	1
PLCy	CALM3	0	1
PLCy	PI3K	0	1
PLCy	PIB5PA	0	1
PLCy	PKC	0	1
PLCy	IP3	0	1
PLCy	PIP2	0	1
PLG	PLASMIN	0	1
PLK1	MYT1	0	1
PLK3	CDC25	0	1
PLK3	p53	0	1
POR1	APAF1	0	1
PP1	BAD	0	1
PP2A	AKT	0	1
PP2A	AXIN	0	1
PP2A	BAD	0	1
PP2A	CHREBP	0	1
PP2A	DARPP-32	0	1
PP2A	EBP	0	1
PP2A	JNKK1	0	1
PP2A	MKK7	0	1
PP2A	PTEN	0	1
PP2A	TAU	0	1
PP2A	BETAARRESTIN	0	1
PP2B	DARPP-32	0	1
PP32	APAF1	0	1
PP32	CASP3	0	1
PPARA	Hsp90	0	1
PPARA	IKBA	0	1
PPARA	MAPK9	0	1
PPARA	SMRT	0	1
PPARA	SRC	0	1
PRAK	HSP27	0	1
PRF1	CDK2	0	1
PSEN1	CTNNB1	0	1
PSEN1	Ub	0	1
PTC	CDK1	0	1
PTEN	FAK	0	1
PTEN	PI3K	0	1
PTEN	PIB5PA	0	1
PTEN	INPP5A	0	1
PTEN	PIP3	0	1
PTK	EGFR	0	1
PTK	FKHRL1	0	1
PTK	GRB2	0	1
PTK	JNK	0	1
PTK	MEF2	0	1
PTK	MEK3	0	1
PTK	p38	0	1
PTK	RAC1	0	1
PTK	SHC	0	1
PTK	SRC	0	1
PTK	TSC1	0	1
PTK	KV12	0	1
PXN	CRK	0	1
PXN	FYN	0	1
PXN	P130Cas	0	1
PXN	TALIN	0	1
PXN	ILK	0	1
RAD51	BRCA2	0	1
RAD9	BCL2	0	1
RAD9	BCL2L1	0	1
RAF1	BAD	0	1
RAF1	MAP4K1	0	1
RAF1	MEK1	0	1
RAF1	MEK2	0	1
RAIDD	CASP2	0	1
RAL	RALBP1	0	1
RALBP1	AKT	0	1
RALBP1	CDC42	0	1
RALBP1	RAC1	0	1
RALGDS	RAL	0	1
RANBP2	RAN	0	1
RAP1A	bRAF	0	1
RAP1B	ERK1	0	1
RAP1B	RAC1	0	1
RAP1B	Rho	0	1
RAR	CTNNB1	0	1
RAC1	APAF1	0	1
RAC1	ERK1	0	1
RAC1	ERK2	0	1
RAC1	GDP	0	1
RAC1	MEKK	0	1
RAC1	MLK1	0	1
RAC1	NAP	0	1
RAC1	NFkB	0	1
RAC1	p38	0	1
RAC1	p67phox	0	1
RAC1	PAK1	0	1
RAC1	PI3K	0	1
RAC1	RAF1	0	1
RAC1	RALGDS	0	1
RAC1	SRC	0	1
RAC1	VIL2	0	1
RAC1	bRAF	0	1
RAC1	A-Raf	0	1
RAC1	p110Ia	0	1
RASGRF	AKT	0	1
RASGRF	RAC1	0	1
RASGRF	RAS	0	1
RB	CCNA2	0	1
RB	CCNB1	0	1
RB	CCNE1	0	1
RB	DP1	0	1
RB	E2F1	0	1
RB	NFYA	0	1
RB	POLR1B	0	1
RELA	IL8	0	1
RELN	APOER2	0	1
RELN	ITGB1	0	1
RELN	VLDLR	0	1
Rho	mDIA	0	1
Rho	ROCK1	0	1
Rho	ACTIN	0	1
RHOA	FAK	0	1
RHOA	GDP	0	1
RHOA	IKBA	0	1
RHOA	JNK	0	1
RHOA	mDIA	0	1
RHOA	PKC	0	1
RHOA	PXN	0	1
RHOA	ROCK2	0	1
RHOA	ACTIN	0	1
RHOA	PLD	0	1
RhoGDP	RhoGTP	0	1
RHOGEFs	GNA13	0	1
RHOGEFs	PKN	0	1
RHOGEFs	RHOA	0	1
RIP	NIK	0	1
RIP	PARP	0	1
RIP	Ser-prot	0	1
ROC1	SMAD3	0	1
ROCK1	LIMK1	0	1
ROCK1	MLC	0	1
ROCK1	MLCK	0	1
ROCK1	MLCP	0	1
ROCK1	MRLC	0	1
ROCK1	myosin	0	1
ROCK1	CTBP2	0	1
ROCK1	GATA1	0	1
ROCK2	LIMK1	0	1
ROCK2	MLCP	0	1
ROCK2	MRLC	0	1
ROCK2	CPI17	0	1
ROCK2	CRMP2	0	1
ROCK2	PROFILIN	0	1
ROS	FKHRL1	0	1
RSK2	BAD	0	1
RSK2	CREB	0	1
RSK2	FOS	0	1
RSK2	HIST3H3	0	1
SAC	ATP	0	1
SAG	Rho	0	1
Sara	SMAD2	0	1
Sara	TGFBR1	0	1
SDF1	GA	0	1
SDF1	GAQ	0	1
SDF1	Gy	0	1
SERPINC1	F2	0	1
SERPINC1	F3	0	1
SHC	ERK1	0	1
SHC	GRB2	0	1
SHC	PI3K	0	1
SHC	RAC1	0	1
SHC	SOS1	0	1
SHC	SHIP	0	1
SHP1	JAK1	0	1
SHP1	JAK2	0	1
SHP1	SHC	0	1
SHP1	STAT5	0	1
SHP1	VAV	0	1
SHP1	AR	0	1
SHP1	SLP-76	0	1
SHP1	STAT6	0	1
SHP1	CTNND1	0	1
SHP1	KIT	0	1
SHP2	GAB1	0	1
SHP2	GRB2	0	1
SHP2	MEK1	0	1
SHP2	PI3K	0	1
SHP2	PXN	0	1
SHP2	SPRY	0	1
SHP2	GAB2	0	1
Sin3	Hypoxia	0	1
SKIP	PKC	0	1
SKP1	SMAD3	0	1
SKP1	NICD	0	1
SKP1	EPS8	0	1
SKP1	NOTCH4	0	1
SKP1	TCF3	0	1
SMAD3	HDAC	0	1
SMAD3	SMAD4	0	1
SMAD4	CDC25A	0	1
SMAD4	TOB	0	1
SMAD4	LEF	0	1
SMAD4	AR	0	1
SMAD4	EPS8	0	1
SMAD4	H3	0	1
SMAD4	POLR2A	0	1
SMAD5	ATF2	0	1
SMAD6	SMAD1	0	1
SMAD7	SMAD2	0	1
SMAD7	SMAD3	0	1
SMO	GLI1	0	1
SMO	GLI2	0	1
SMO	GLI3	0	1
SMO	SMAD3	0	1
SMO	SP1	0	1
SMO	TIF2	0	1
SMO	DISHEVELED	0	1
SMO	BPAG2	0	1
SMO	RALB	0	1
SMPD1	BAX	0	1
SMPD1	MEKK	0	1
SMPD1	CYTOCHROMEC	0	1
SMPD2	SMPD1	0	1
SMRT	Era	0	1
SMRT	ERb	0	1
SMRT	PR-A	0	1
SNAI1	CDH1	0	1
SNAI1	CYP19A1	0	1
SOD	O2	0	1
SODD	TNFR1	0	1
SODD	TRADD	0	1
SODD	DOK	0	1
SODD	SAM68	0	1
SODD	DD	0	1
SODD	ITGB4	0	1
SODD	KIT	0	1
SODD	TCF4	0	1
SOS1	GTP	0	1
SOS1	RAC1	0	1
SOS1	RAS	0	1
SOS2	P50	0	1
SP3	SP1	0	1
SPHK1	S1P	0	1
SPRY	CBL	0	1
SPRY	EGF	0	1
SPRY	GAP	0	1
SPRY	GRB2	0	1
SPRY	PTPB1	0	1
SRC	C3G	0	1
SRC	CBL	0	1
SRC	EGFR	0	1
SRC	FAK	0	1
SRC	JAK1	0	1
SRC	MEK1	0	1
SRC	P130Cas	0	1
SRC	p190RhoGAP	0	1
SRC	PLCy	0	1
SRC	PTK	0	1
SRC	PXN	0	1
SRC	RAC1	0	1
SRC	RHOA	0	1
SRC	SHC	0	1
SRC	Sin3	0	1
SRC	STAT3	0	1
SRC	SYK	0	1
SRC	VAV2	0	1
SRC	bARK	0	1
SRC	CORTACTIN	0	1
SRC	DYNAMIN	0	1
SRC	GABAAR	0	1
SRC	GIT1	0	1
SRC	GLYR	0	1
SRC	LTYPECA	0	1
SRC	MUSK	0	1
SRC	NMDAR	0	1
SRC	SAM68	0	1
SRC	SPECTRIN	0	1
SRC	Akt	0	1
SRC	ASAP1	0	1
SRC	CAV2	0	1
SRC	EPS8	0	1
SRC	GAB2	0	1
SRC	HIPK2	0	1
SRC	KIT	0	1
SRC	PLSCR1	0	1
SRC	SH2D3C	0	1
SRC	TCF4	0	1
SRF	GATA4	0	1
STAT1	ISGF3G	0	1
STAT2	ISGF3G	0	1
STAT3	GAS	0	1
STAT3	ISRE	0	1
STAT3	STAT1	0	1
SUFU	CTNNB1	0	1
SUFU	SMO	0	1
SUFU	ZEB1	0	1
SUFU	DVL2	0	1
SUFU	ITGB4	0	1
SUFU	KIT	0	1
SUFU	RKIP	0	1
SUMO1	CTBP1	0	1
SYK	BLNK	0	1
SYK	LAT	0	1
SYK	PLCy	0	1
SYK	SHC	0	1
SYK	VAV	0	1
SYK	TUBULIN	0	1
SYK	PLCg-2	0	1
SYK	SLP-76	0	1
TAB1	MEK3	0	1
TAB1	NIK	0	1
TAB1	NLK	0	1
TAB1	p38	0	1
TAB1	TAK1	0	1
TAB2	TAK1	0	1
TAK1	JNK	0	1
TAK1	JNKK1	0	1
TAK1	MEK1	0	1
TAK1	MEK3	0	1
TAK1	MEK6	0	1
TAK1	MKK7	0	1
TAK1	NIK	0	1
TAK1	NLK	0	1
TAK1	SMO	0	1
TAK1	TAB1	0	1
TAK1	Akt	0	1
TAK1	HIPK2	0	1
Tb	GDP	0	1
TBX2	p14ARF	0	1
TERT	PTEN	0	1
TFF1	APAF1	0	1
TFF1	GH	0	1
TFF1	ITGB1	0	1
TFF2	APAF1	0	1
TFF2	GH	0	1
TFF2	ITGB1	0	1
TGFB	TGFBR1	0	1
TGFBR1	SMAD2	0	1
TGFBR1	SMAD3	0	1
TGFBR1	TAK1	0	1
TGFBR1	TGFBR2	0	1
TGFBR1	CD44	0	1
TGFBR1	ENG	0	1
TGFBR1	FNTA	0	1
TGFBR1	PPP2R2A	0	1
TGFBR2	TAB1	0	1
TGFBR2	TGFBR1	0	1
TGFBR2	TGFBR3	0	1
TGFBR2	DAAM1	0	1
TGFBR2	EIF3S2	0	1
TGFBR2	ENG	0	1
TGFBR3	TGFB	0	1
TID1	IKK2	0	1
TID1	JAK2	0	1
TIF2	AR	0	1
TNF	TNFR1	0	1
TNF	TNFR2	0	1
TNFR1	JNKK1	0	1
TNFR1	TRADD	0	1
TNFR2	TRAF2	0	1
TNKS	PTEN	0	1
TRADD	FADD	0	1
TRADD	RIP	0	1
TRADD	TRAF2	0	1
TRAF2	ASK1	0	1
TRAF2	CEM15	0	1
TRAF2	IKBA	0	1
TRAF2	LPL	0	1
TRAF2	MEK1	0	1
TRAF2	MIG1	0	1
TRAF2	NFkB	0	1
TRAF2	p53	0	1
TRAF2	TAK1	0	1
TRAF2	cIAP2	0	1
TRAF2	SENP1	0	1
TRAF6	ECSIT	0	1
TRAF6	IKKA	0	1
TRAF6	MEK3	0	1
TRAF6	MEKK	0	1
TRAF6	TAB1	0	1
TRAF6	TAB2	0	1
TRAF6	TAK1	0	1
TRIO	RAC1	0	1
TSA	HDAC3	0	1
TSC1	TOR	0	1
TSC2	TSC1	0	1
TSC2	RAP1	0	1
TUBBY	GAQ	0	1
TWIST	p14ARF	0	1
Ty	PDE6A	0	1
Ty	Tb	0	1
TYK2	STAT1	0	1
TYK2	STAT2	0	1
TYK2	STAT4	0	1
Ub	BAX	0	1
Ub	DELTA	0	1
Ub	E2	0	1
Ub	LRP6	0	1
Ub	p27	0	1
VAV	AKT	0	1
VAV	RAC1	0	1
VAV	Rho	0	1
VAV	RHOA	0	1
VAV2	AKT	0	1
VAV2	ARHGAP1	0	1
VAV2	CDC42	0	1
VAV2	RAC1	0	1
VEGF	HIF1A	0	1
VEGFR	AKT	0	1
VEGFR	FAK	0	1
VEGFR	PI3K	0	1
VEGFR	PLCy	0	1
VEGFR	SHC	0	1
VPAC2R	CAMP	0	1
WAVE1	APAF1	0	1
WAVE1	ARP23	0	1
WAVE2	APAF1	0	1
WAVE3	APAF1	0	1
WIF1	WNT	0	1
WNT	FRIZZLED	0	1
WNT	ITGB4	0	1
XAP2	AHR	0	1
XAP2	APAF1	0	1
XAP2	Hsp90	0	1
XDH	O2	0	1
XIAP	BIRC5	0	1
XIAP	CASP3	0	1
XIAP	CASP7	0	1
XIAP	CASP9	0	1
XIAP	cIAP	0	1
XIAP	JNK	0	1
XIAP	TAB1	0	1
XIAP	TAK1	0	1
XIAP	MURR1	0	1
ZAP70	ECM	0	1
ZAP70	VAV2	0	1
ZAP70	TUBULIN	0	1
ZAP70	SLP-76	0	1
ZEB1	CDH1	0	1
A1R	GALPHAI	0	1
A1R	GBETAGAMMA	0	1
A2AR	GALPHAS	0	1
A2AR	GBETAGAMMA	0	1
AA	PKCA	0	1
AC1	CAMP	0	1
AC2	CAMP	0	1
AC5	CAMP	0	1
ACH	ALPHA7NACHR	0	1
ACH	M1R	0	1
ACH	M2R	0	1
ACH	M4R	0	1
ADAPTIN	CLATHRIN	0	1
ADAPTIN	DYNAMIN	0	1
ADAPTIN	GABAAR	0	1
ADENOSINE	A1R	0	1
ADENOSINE	A2AR	0	1
ADPRIBSYCYCLASE	cADPR	0	1
ALPHA1AR	GAQ	0	1
ALPHA1AR	Gia	0	1
ALPHA1AR	GBETAGAMMA	0	1
ALPHA2AR	GALPHAI	0	1
ALPHA2AR	GALPHAO	0	1
ALPHA2AR	GBETAGAMMA	0	1
ALPHA7NACHR	SODIUM	0	1
AMISYN	SNAP25	0	1
AMISYN	SYNTAXIN	0	1
AMPAR	SODIUM	0	1
ANANDAMIDE	CB1R	0	1
ANANDAMIDE	CB2R	0	1
ANAPC1	CTNNB1	0	1
APOLLON	CASP9	0	1
APOLLON	cIAP	0	1
APOLLON	Omi	0	1
APS	CBL	0	1
APS	VAV2	0	1
ARFGAP	ARF	0	1
ARFGEF	ARF	0	1
ARNO	ARF	0	1
ARP23	ACTIN	0	1
BAG1	BCL2	0	1
BAG1	RAF1	0	1
BAP31	BCL2	0	1
BAP31	BCL2L1	0	1
BAP31	CASP8	0	1
bARK	AGTR1	0	1
bARK	B2AR	0	1
bARK	GAQ	0	1
bARK	D2R	0	1
bARK	M2R	0	1
bARK	MOPR	0	1
bARK	7TMR	0	1
bARK	AR	0	1
BDNF	TRKB	0	1
BETAARRESTIN	AGTR1	0	1
BETAARRESTIN	ASK1	0	1
BETAARRESTIN	B2AR	0	1
BETAARRESTIN	DSH	0	1
BETAARRESTIN	FRIZZLED	0	1
BETAARRESTIN	GA	0	1
BETAARRESTIN	IKBA	0	1
BETAARRESTIN	IRS1	0	1
BETAARRESTIN	MEK1	0	1
BETAARRESTIN	p38	0	1
BETAARRESTIN	PI3K	0	1
